chembl_id,molregno,tid,accession,pref_name,target_chembl_id,min_standard_value,standard_units,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget
CHEMBL603469,597145,10979,P17948,Vascular endothelial growth factor receptor 1,CHEMBL1868,120.0,nM,CHEMBL603469,P17948,chembl,false,true
CHEMBL603469,597145,10906,P43405,Tyrosine-protein kinase SYK,CHEMBL2599,9.5,nM,CHEMBL603469,P43405,"impc,chembl,cancer_gene_census",false,true
CHEMBL608,22641,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,90.56,%,CHEMBL608,Q9NPD5,impc,false,false
CHEMBL608533,608601,104911,P51946,Cyclin-dependent kinase 7/ cyclin H,CHEMBL2111288,84.0,%,CHEMBL608533,P51946,ot_genetics_portal,false,false
CHEMBL6437,573,219,P20309,Muscarinic acetylcholine receptor M3,CHEMBL245,298.0,nM,CHEMBL6437,P20309,"ot_genetics_portal,chembl",false,true
CHEMBL729,37316,17045,P08684,Cytochrome P450 3A4,CHEMBL340,1000.0,nM,CHEMBL729,P08684,chembl,false,true
CHEMBL729,37316,17045,P08684,Cytochrome P450 3A4,CHEMBL340,0.11,/min,CHEMBL729,P08684,chembl,false,true
CHEMBL77517,122043,104843,P00918,Carbonic anhydrases; II & IX,CHEMBL2096906,0.62,Ratio,CHEMBL77517,P00918,chembl,false,true
CHEMBL77517,122043,15,P00918,Carbonic anhydrase II,CHEMBL205,15.0,nM,CHEMBL77517,P00918,chembl,false,true
CHEMBL781,46385,121,P31645,Serotonin transporter,CHEMBL228,45.0,nM,CHEMBL781,P31645,"impc,chembl",false,true
CHEMBL781,46385,155,Q01959,Dopamine transporter,CHEMBL238,22.1,%,CHEMBL781,Q01959,"impc,chembl",false,true
CHEMBL781,46385,155,Q01959,Dopamine transporter,CHEMBL238,13.0,nM,CHEMBL781,Q01959,"impc,chembl",false,true
CHEMBL85,7714,169,Q13936,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL1940,125000.0,nM,CHEMBL85,Q13936,"impc,eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL85,7714,104801,Q13936,Voltage-gated L-type calcium channel,CHEMBL2095229,34200.0,nM,CHEMBL85,Q13936,"impc,eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL870,70674,10108,O95749,Geranylgeranyl pyrophosphate synthetase,CHEMBL4769,398107.17,nM,CHEMBL870,O95749,"impc,orphanet,ot_genetics_portal",false,false
CHEMBL93705,150828,19,P03372,Estrogen receptor alpha,CHEMBL206,4.0,nM,CHEMBL93705,P03372,chemicalProbes,false,false
CHEMBL939,88232,100080,O96013,Serine/threonine-protein kinase PAK 4,CHEMBL4482,1.2,degrees C,CHEMBL939,O96013,chembl,false,true
CHEMBL939,88232,103458,Q52WX2,Serine/threonine-protein kinase SBK1,CHEMBL1163129,560.0,nM,CHEMBL939,Q52WX2,ot_genetics_portal,false,false
CHEMBL942,88841,137,P41145,Kappa opioid receptor,CHEMBL237,975.0,nM,CHEMBL942,P41145,chembl,false,true
CHEMBL978,99320,47,P08172,Muscarinic acetylcholine receptor M2,CHEMBL211,59.0,nM,CHEMBL978,P08172,chembl,false,true
CHEMBL982,100696,129,P35372,Mu opioid receptor,CHEMBL233,0.24,nM,CHEMBL982,P35372,"ot_genetics_portal,chembl",false,true
CHEMBL98669,157643,12697,Q13547,Histone deacetylase 1,CHEMBL325,90.0,nM,CHEMBL98669,Q13547,chemicalProbes,false,false
CHEMBL1016,116848,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,28.6,%,CHEMBL1016,Q9NPD5,impc,false,false
CHEMBL1017,116949,102688,P23415,Glycine receptor subunit alpha-1,CHEMBL5845,120.0,%,CHEMBL1017,P23415,"impc,ot_genetics_portal,chembl",false,true
CHEMBL1017,116949,102688,P23415,Glycine receptor subunit alpha-1,CHEMBL5845,3200.0,nM,CHEMBL1017,P23415,"impc,ot_genetics_portal,chembl",false,true
CHEMBL105442,169054,10277,Q13188,Serine/threonine-protein kinase MST2,CHEMBL4708,89.0,%,CHEMBL105442,Q13188,impc,false,false
CHEMBL1071,139225,104069,O15439,Multidrug resistance-associated protein 4,CHEMBL1743128,12000.0,nM,CHEMBL1071,O15439,impc,false,false
CHEMBL1094636,624225,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,1.0,nM,CHEMBL1094636,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL1094636,624225,11663,P09874,Poly [ADP-ribose] polymerase-1,CHEMBL3105,1.0,hr,CHEMBL1094636,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL1094636,624225,109545,P09874,"PARP 1, 2 and 3",CHEMBL3390820,3.5,nM,CHEMBL1094636,P09874,"ot_genetics_portal,chemicalProbes,chembl",true,true
CHEMBL1108,152751,104801,Q01668,Voltage-gated L-type calcium channel,CHEMBL2095229,7600.0,nM,CHEMBL1108,Q01668,"ot_genetics_portal,chembl",false,true
CHEMBL1112,155006,51,P08908,Serotonin 1a (5-HT1a) receptor,CHEMBL214,0.0,%,CHEMBL1112,P08908,"impc,chembl",false,true
CHEMBL1112,155006,51,P08908,Serotonin 1a (5-HT1a) receptor,CHEMBL214,1.7,nM,CHEMBL1112,P08908,"impc,chembl",false,true
CHEMBL11359,8633,11006,P33032,Melanocortin receptor 5,CHEMBL4608,6035.0,nM,CHEMBL11359,P33032,ot_genetics_portal,false,false
CHEMBL1172,191342,109513,Q9H2J7,Sodium-dependent neutral amino acid transporter B(0)AT2,CHEMBL3351189,172000.0,nM,CHEMBL1172,Q9H2J7,ot_genetics_portal,false,false
CHEMBL1200604,674555,47,P08172,Muscarinic acetylcholine receptor M2,CHEMBL211,37.0,nM,CHEMBL1200604,P08172,chembl,false,true
CHEMBL1230609,692959,10188,Q16539,MAP kinase p38 alpha,CHEMBL260,320.0,nM,CHEMBL1230609,Q16539,"impc,chembl",false,true
CHEMBL124660,205165,101034,Q16288,NT-3 growth factor receptor,CHEMBL5608,2000.0,nM,CHEMBL124660,Q16288,"chembl,cancer_gene_census",false,true
CHEMBL1255582,705400,218,P18825,Alpha-2c adrenergic receptor,CHEMBL1916,13.8,nM,CHEMBL1255582,P18825,chembl,false,true
CHEMBL134,27609,104067,Q96FL8,Multidrug and toxin extrusion protein 1,CHEMBL1743126,33300.0,nM,CHEMBL134,Q96FL8,"impc,ot_genetics_portal",false,false
CHEMBL134,27609,104067,Q96FL8,Multidrug and toxin extrusion protein 1,CHEMBL1743126,1.0,%,CHEMBL134,Q96FL8,"impc,ot_genetics_portal",false,false
CHEMBL137,27912,104801,Q13698,Voltage-gated L-type calcium channel,CHEMBL2095229,177900.0,nM,CHEMBL137,Q13698,"impc,ot_genetics_portal,chembl",false,true
CHEMBL139,29890,6,P00374,Dihydrofolate reductase,CHEMBL202,160000.0,nM,CHEMBL139,P00374,"impc,chembl,eva_somatic",false,true
CHEMBL139,29890,119703,P24903,Cytochrome P450,CHEMBL4523986,5.0,%,CHEMBL139,P24903,impc,false,false
CHEMBL139,29890,119703,Q02928,Cytochrome P450,CHEMBL4523986,5.0,%,CHEMBL139,Q02928,impc,false,false
CHEMBL1421,361469,104801,O60840,Voltage-gated L-type calcium channel,CHEMBL2095229,81100.0,nM,CHEMBL1421,O60840,"impc,chembl",false,true
CHEMBL145,37812,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,400000.0,nM,CHEMBL145,P00533,"chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL1631540,1054194,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,1584.89,nM,CHEMBL1631540,P28335,chembl,false,true
CHEMBL165,103658,102439,O60341,Lysine-specific histone demethylase 1,CHEMBL6136,10200.0,nM,CHEMBL165,O60341,"impc,chembl",false,true
CHEMBL165,103658,12697,Q13547,Histone deacetylase 1,CHEMBL325,39.0,%,CHEMBL165,Q13547,"impc,chembl",false,true
CHEMBL1700,546564,104700,P07550,Adrenergic receptor beta,CHEMBL2094118,7200.0,nM,CHEMBL1700,P07550,chembl,false,true
CHEMBL1737,564291,12209,O43570,Carbonic anhydrase XII,CHEMBL3242,73.0,uM,CHEMBL1737,O43570,"ot_genetics_portal,chembl",false,true
CHEMBL1761322,1138604,11489,P28845,11-beta-hydroxysteroid dehydrogenase 1,CHEMBL4235,3.2,nM,CHEMBL1761322,P28845,chembl,false,true
CHEMBL180022,299120,18033,P07947,Tyrosine-protein kinase YES,CHEMBL2073,240.0,nM,CHEMBL180022,P07947,"ot_genetics_portal,chembl",false,true
CHEMBL1921976,1265566,12594,P05177,Cytochrome P450 1A2,CHEMBL3356,28000.0,nM,CHEMBL1921976,P05177,impc,false,false
CHEMBL1940400,1275254,102631,O60218,Aldo-keto reductase family 1 member B10,CHEMBL5983,2.6,nM,CHEMBL1940400,O60218,chemicalProbes,false,false
CHEMBL1944698,1276066,12829,P50613,Cyclin-dependent kinase 7,CHEMBL3055,37.0,nM,CHEMBL1944698,P50613,chembl,false,true
CHEMBL1944698,1276066,107899,P50613,CDK7/Cyclin H/MNAT1,CHEMBL3038473,3.0,nM,CHEMBL1944698,P50613,chembl,false,true
CHEMBL1976040,1297331,10938,O60674,Tyrosine-protein kinase JAK2,CHEMBL2971,110.0,nM,CHEMBL1976040,O60674,"uniprot_literature,impc,eva,intogen,ot_genetics_portal,gene_burden,chembl,uniprot_variants,eva_somatic,cancer_gene_census",false,true
CHEMBL2012881,1333945,12967,O14757,Serine/threonine-protein kinase Chk1,CHEMBL4630,20.0,nM,CHEMBL2012881,O14757,chemicalProbes,false,false
CHEMBL2103840,1376110,101592,Q00613,Heat shock factor protein 1,CHEMBL5869,7.0,nM,CHEMBL2103840,Q00613,"impc,ot_genetics_portal",false,false
CHEMBL2158347,1424882,103800,P35414,Apelin receptor,CHEMBL1628481,700.0,nM,CHEMBL2158347,P35414,chemicalProbes,false,false
CHEMBL21731,27713,108,P28335,Serotonin 2c (5-HT2c) receptor,CHEMBL225,41.0,nM,CHEMBL21731,P28335,chembl,false,true
CHEMBL23,1278,105639,Q9UI33,Sodium channel alpha subunit,CHEMBL2331043,9000.0,nM,CHEMBL23,Q9UI33,chembl,false,true
CHEMBL2334539,1524189,11204,O75908,Acyl coenzyme A:cholesterol acyltransferase 2,CHEMBL4465,0.9,nM,CHEMBL2334539,O75908,chemicalProbes,false,false
CHEMBL2338312,1528001,100624,P28074,Proteasome Macropain subunit MB1,CHEMBL4662,5.7,nM,CHEMBL2338312,P28074,chemicalProbes,false,false
CHEMBL2338329,1528018,101502,Q9GZT9,Egl nine homolog 1,CHEMBL5697,47.1,%,CHEMBL2338329,Q9GZT9,"impc,chembl",false,true
CHEMBL2338329,1528018,101502,Q9GZT9,Egl nine homolog 1,CHEMBL5697,27.0,nM,CHEMBL2338329,Q9GZT9,"impc,chembl",false,true
CHEMBL2359966,1537155,104062,Q9NPD5,Solute carrier organic anion transporter family member 1B3,CHEMBL1743121,99.87,%,CHEMBL2359966,Q9NPD5,impc,false,false
CHEMBL2360464,1537653,28,P04818,Thymidylate synthase,CHEMBL1952,2040.0,nM,CHEMBL2360464,P04818,"ot_genetics_portal,chembl",false,true
CHEMBL24,1279,101283,O15245,Solute carrier family 22 member 1,CHEMBL5685,-4.6,%,CHEMBL24,O15245,ot_genetics_portal,false,false
CHEMBL24828,33576,30050,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4,CHEMBL4853,3000.0,nM,CHEMBL24828,Q9Y6R4,"impc,ot_genetics_portal",false,false
CHEMBL254832,418483,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,15.0,%,CHEMBL254832,Q9Y6L6,ot_genetics_portal,false,false
CHEMBL267476,4398,20057,P05413,Fatty acid binding protein muscle,CHEMBL3344,1000.0,nM,CHEMBL267476,P05413,impc,false,false
CHEMBL271941,436723,10980,P35968,Vascular endothelial growth factor receptor 2,CHEMBL279,32.0,nM,CHEMBL271941,P35968,chemicalProbes,false,false
CHEMBL27759,36237,17045,P08684,Cytochrome P450 3A4,CHEMBL340,730.0,nM,CHEMBL27759,P08684,chembl,false,true
CHEMBL278315,25906,10612,O15530,3-phosphoinositide dependent protein kinase-1,CHEMBL2534,0.0,degrees C,CHEMBL278315,O15530,chembl,false,true
CHEMBL286494,36295,130,P35462,Dopamine D3 receptor,CHEMBL234,34.5,nM,CHEMBL286494,P35462,ot_genetics_portal,false,false
CHEMBL3039517,1592335,165,Q12809,HERG,CHEMBL240,28100.0,nM,CHEMBL3039517,Q12809,chembl,false,true
CHEMBL3040440,1593251,30008,P29317,Ephrin type-A receptor 2,CHEMBL2068,1.4,C,CHEMBL3040440,P29317,chembl,false,true
CHEMBL31965,41764,11755,P06241,Tyrosine-protein kinase FYN,CHEMBL1841,5300.0,nM,CHEMBL31965,P06241,chembl,false,true
CHEMBL31965,41764,30010,P29322,Ephrin type-A receptor 8,CHEMBL4134,790.0,nM,CHEMBL31965,P29322,chembl,false,true
CHEMBL3236635,1735170,20131,Q00987,p53-binding protein Mdm-2,CHEMBL5023,0.1,nM,CHEMBL3236635,Q00987,chemicalProbes,false,false
CHEMBL325041,187372,106197,P48556,26S proteasome,CHEMBL2364701,2.56,nM,CHEMBL325041,P48556,chembl,false,true
CHEMBL33,1795,104766,Q13885,Tubulin,CHEMBL2095182,11270.0,nM,CHEMBL33,Q13885,chembl,false,true
CHEMBL3353541,1817650,100867,O15552,Free fatty acid receptor 2,CHEMBL5493,9.0,nM,CHEMBL3353541,O15552,"impc,chemicalProbes,chembl",true,true
CHEMBL3414621,1837803,105447,O75530,Polycomb protein EED,CHEMBL2189117,2.0,nM,CHEMBL3414621,O75530,cancer_gene_census,false,false
CHEMBL3414621,1837803,108143,O75530,EZH1/SUZ12/EED/AEBP2/RBBP4 complex,CHEMBL3137287,4.0,nM,CHEMBL3414621,O75530,cancer_gene_census,false,false
CHEMBL344607,231297,10580,P51681,C-C chemokine receptor type 5,CHEMBL274,12.0,nM,CHEMBL344607,P51681,chemicalProbes,false,false
CHEMBL3544960,1926809,12666,P31749,Serine/threonine-protein kinase AKT,CHEMBL4282,38.0,nM,CHEMBL3544960,P31749,"uniprot_literature,eva,orphanet,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3544960,1926809,105106,P31749,Serine/threonine-protein kinase AKT,CHEMBL2111353,10.0,nM,CHEMBL3544960,P31749,"uniprot_literature,eva,orphanet,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL3545083,1926932,107897,P24864,CDK3/Cyclin E,CHEMBL3038471,2.0,nM,CHEMBL3545083,P24864,"impc,cancer_gene_census",false,false
CHEMBL3545083,1926932,104299,P24864,Cyclin-dependent kinase 2/cyclin E1,CHEMBL1907605,2.0,nM,CHEMBL3545083,P24864,"impc,cancer_gene_census",false,false
CHEMBL3545096,1926945,103454,O60885,Bromodomain-containing protein 4,CHEMBL1163125,-0.17,C,CHEMBL3545096,O60885,"intogen,chembl,cancer_gene_census",false,true
CHEMBL3545213,1927062,11408,P53779,c-Jun N-terminal kinase 3,CHEMBL2637,230.0,nM,CHEMBL3545213,P53779,chembl,false,true
CHEMBL3545360,1927209,12261,P45983,c-Jun N-terminal kinase 1,CHEMBL2276,0.79,C,CHEMBL3545360,P45983,"impc,chembl",false,true
CHEMBL3621988,1965665,10945,Q969S8,Histone deacetylase 10,CHEMBL5103,100.0,nM,CHEMBL3621988,Q969S8,chembl,false,true
CHEMBL3621988,1965665,104681,Q969S8,Histone deacetylase,CHEMBL2093865,17.5,%,CHEMBL3621988,Q969S8,chembl,false,true
CHEMBL3621988,1965665,104681,Q969S8,Histone deacetylase,CHEMBL2093865,167.0,nM,CHEMBL3621988,Q969S8,chembl,false,true
CHEMBL3622821,1966507,12694,P29597,Tyrosine-protein kinase TYK2,CHEMBL3553,4690.0,nM,CHEMBL3622821,P29597,"uniprot_literature,impc,eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL3622821,1966507,105757,P29597,Janus Kinase (JAK),CHEMBL2363062,45.0,nM,CHEMBL3622821,P29597,"uniprot_literature,impc,eva,orphanet,ot_genetics_portal,chembl",false,true
CHEMBL3814752,2089597,100874,Q09472,Histone acetyltransferase p300,CHEMBL3784,15.5,degrees C,CHEMBL3814752,Q09472,chemicalProbes,true,false
CHEMBL3814752,2089597,100874,Q09472,Histone acetyltransferase p300,CHEMBL3784,51.0,nM,CHEMBL3814752,Q09472,chemicalProbes,true,false
CHEMBL3814752,2089597,117013,Q09472,CREB-binding protein/Histone acetyltransferase p300,CHEMBL3883300,600.0,nM,CHEMBL3814752,Q09472,chemicalProbes,true,false
CHEMBL3819587,2090456,104593,Q14145,Kelch-like ECH-associated protein 1,CHEMBL2069156,1.0,nM,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819587,2090456,104593,Q14145,Kelch-like ECH-associated protein 1,CHEMBL2069156,1.1,10'6/M/s,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819587,2090456,104593,Q14145,Kelch-like ECH-associated protein 1,CHEMBL2069156,1.58,10'3/s,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819587,2090456,107924,Q14145,Keap1/Nrf2,CHEMBL3038498,12.0,nM,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819587,2090456,104593,Q14145,Kelch-like ECH-associated protein 1,CHEMBL2069156,95.0,%,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819587,2090456,104593,Q14145,Kelch-like ECH-associated protein 1,CHEMBL2069156,25.0,degrees C,CHEMBL3819587,Q14145,chemicalProbes,true,false
CHEMBL3819637,2092166,30011,P33981,Dual specificity protein kinase TTK,CHEMBL3983,5.8,nM,CHEMBL3819637,P33981,chemicalProbes,false,false
CHEMBL38380,50822,100850,Q8IWQ3,BR serine/threonine-protein kinase 2,CHEMBL4574,80.0,%,CHEMBL38380,Q8IWQ3,ot_genetics_portal,false,false
CHEMBL384304,361203,104295,P11802,Cyclin-dependent kinase 4/cyclin D1,CHEMBL1907601,1.0,nM,CHEMBL384304,P11802,"uniprot_literature,impc,eva,intogen,gene2phenotype,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL384304,361203,12946,P11802,Cyclin-dependent kinase 4,CHEMBL331,0.61,nM,CHEMBL384304,P11802,"uniprot_literature,impc,eva,intogen,gene2phenotype,chembl,eva_somatic,uniprot_variants,cancer_gene_census",false,true
CHEMBL393460,395748,10980,P35968,Vascular endothelial growth factor receptor 2,CHEMBL279,33.0,nM,CHEMBL393460,P35968,chemicalProbes,false,false
CHEMBL39541,54712,104766,Q3ZCM7,Tubulin,CHEMBL2095182,0.5,nM,CHEMBL39541,Q3ZCM7,chembl,false,true
CHEMBL406237,440608,11362,P42336,PI3-kinase p110-alpha subunit,CHEMBL4005,87.0,nM,CHEMBL406237,P42336,chemicalProbes,false,false
CHEMBL411,860,102684,Q14376,UDP-glucose 4-epimerase,CHEMBL5843,75000.0,nM,CHEMBL411,Q14376,ot_genetics_portal,false,false
CHEMBL4112930,2252281,107590,Q7Z3E1,TCDD-inducible poly [ADP-ribose] polymerase,CHEMBL2380188,11000.0,nM,CHEMBL4112930,Q7Z3E1,"impc,ot_genetics_portal",false,false
CHEMBL413,923,10262,Q9HCP0,Casein kinase I gamma 1,CHEMBL2426,87.0,%,CHEMBL413,Q9HCP0,"impc,ot_genetics_portal",false,false
CHEMBL4165059,2268090,20014,O14965,Serine/threonine-protein kinase Aurora-A,CHEMBL4722,38.0,nM,CHEMBL4165059,O14965,chemicalProbes,false,false
CHEMBL4204794,2282945,197,P09619,Platelet-derived growth factor receptor beta,CHEMBL1913,22.0,nM,CHEMBL4204794,P09619,"uniprot_literature,impc,eva,orphanet,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL428647,8062,10184,P21452,Neurokinin 2 receptor,CHEMBL2327,2042.0,nM,CHEMBL428647,P21452,"impc,ot_genetics_portal,chembl",false,true
CHEMBL438876,414295,100166,P52732,Kinesin-like protein 1,CHEMBL4581,1.5,nM,CHEMBL438876,P52732,chemicalProbes,false,false
CHEMBL4475463,2382469,19,P03372,Estrogen receptor alpha,CHEMBL206,95.0,%,CHEMBL4475463,P03372,"impc,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL4475463,2382469,19,P03372,Estrogen receptor alpha,CHEMBL206,0.2,nM,CHEMBL4475463,P03372,"impc,intogen,ot_genetics_portal,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL4545488,2415916,105440,Q15910,Histone-lysine N-methyltransferase EZH2,CHEMBL2189110,11.0,nM,CHEMBL4545488,Q15910,chemicalProbes,false,false
CHEMBL469,5080,126,P35354,Cyclooxygenase-2,CHEMBL230,140.0,nM,CHEMBL469,P35354,"impc,ot_genetics_portal,chembl",false,true
CHEMBL46909,64639,10147,Q16678,Cytochrome P450 1B1,CHEMBL4878,2.0,nM,CHEMBL46909,Q16678,chemicalProbes,false,false
CHEMBL475534,453570,103947,Q9Y6L6,Solute carrier organic anion transporter family member 1B1,CHEMBL1697668,341.9,%,CHEMBL475534,Q9Y6L6,ot_genetics_portal,false,false
CHEMBL4795065,2531656,105106,P31749,Serine/threonine-protein kinase AKT,CHEMBL2111353,0.2,nM,CHEMBL4795065,P31749,chemicalProbes,true,false
CHEMBL4795065,2531656,12666,P31749,Serine/threonine-protein kinase AKT,CHEMBL4282,0.2,nM,CHEMBL4795065,P31749,chemicalProbes,true,false
CHEMBL485351,520210,10781,Q96GD4,Serine/threonine-protein kinase Aurora-B,CHEMBL2185,25.0,nM,CHEMBL485351,Q96GD4,chemicalProbes,false,false
CHEMBL494,7494,12659,Q13258,Prostanoid DP receptor,CHEMBL4427,147.0,nM,CHEMBL494,Q13258,chembl,false,true
CHEMBL495330,469759,10188,Q16539,MAP kinase p38 alpha,CHEMBL260,2.0,nM,CHEMBL495330,Q16539,chemicalProbes,false,false
CHEMBL506,10389,121,P31645,Serotonin transporter,CHEMBL228,8.405,nM,CHEMBL506,P31645,chembl,false,true
CHEMBL507361,453228,100080,O96013,Serine/threonine-protein kinase PAK 4,CHEMBL4482,99.0,%,CHEMBL507361,O96013,chembl,false,true
CHEMBL5095218,2739649,10567,P05164,Myeloperoxidase,CHEMBL2439,1.5,nM,CHEMBL5095218,P05164,"impc,ot_genetics_portal",false,false
CHEMBL5095235,2739666,108007,Q9BYW2,Histone-lysine N-methyltransferase SETD2,CHEMBL3108647,18.0,nM,CHEMBL5095235,Q9BYW2,"intogen,cancer_gene_census",false,false
CHEMBL513909,490644,104265,Q58F21,Bromodomain testis-specific protein,CHEMBL1795185,6.3,degrees C,CHEMBL513909,Q58F21,"impc,chembl",false,true
CHEMBL513909,490644,104265,Q58F21,Bromodomain testis-specific protein,CHEMBL1795185,105.0,nM,CHEMBL513909,Q58F21,"impc,chembl",false,true
CHEMBL553,14785,10849,P52333,Tyrosine-protein kinase JAK3,CHEMBL2148,700.0,nM,CHEMBL553,P52333,"impc,intogen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL553,14785,30042,Q9NSY1,BMP-2-inducible protein kinase,CHEMBL4522,1200.0,nM,CHEMBL553,Q9NSY1,ot_genetics_portal,false,false
CHEMBL572878,436277,10811,Q13464,Rho-associated protein kinase 1,CHEMBL3231,-2.0,%,CHEMBL572878,Q13464,"impc,chembl,eva_somatic",false,true
CHEMBL572878,436277,12915,Q14164,Inhibitor of nuclear factor kappa B kinase epsilon subunit,CHEMBL3529,2600.0,nM,CHEMBL572878,Q14164,impc,false,false
CHEMBL58,4504,116863,Q13564,NEDD8 activating enzyme,CHEMBL3831283,1300.0,nM,CHEMBL58,Q13564,chembl,false,true
CHEMBL58,4504,116863,Q13564,NEDD8 activating enzyme,CHEMBL3831283,15.0,%,CHEMBL58,Q13564,chembl,false,true
CHEMBL6,173,102394,O95342,Bile salt export pump,CHEMBL6020,42000.0,nM,CHEMBL6,O95342,"impc,ot_genetics_portal",false,false
CHEMBL6,173,104837,P35498,"Sodium channel alpha subunits; brain (Types I, II, III)",CHEMBL2096682,3.3,%,CHEMBL6,P35498,"uniprot_literature,impc,eva,orphanet,clingen,chembl,uniprot_variants",false,true
CHEMBL636,27251,10532,P06276,Butyrylcholinesterase,CHEMBL1914,33.3,10'4/M/min,CHEMBL636,P06276,chembl,false,true
CHEMBL636,27251,10532,P06276,Butyrylcholinesterase,CHEMBL1914,25.0,%,CHEMBL636,P06276,chembl,false,true
CHEMBL636,27251,10532,P06276,Butyrylcholinesterase,CHEMBL1914,2.3,10'-3/min,CHEMBL636,P06276,chembl,false,true
CHEMBL636,27251,10532,P06276,Butyrylcholinesterase,CHEMBL1914,4.04,uM,CHEMBL636,P06276,chembl,false,true
CHEMBL636,27251,10532,P06276,Butyrylcholinesterase,CHEMBL1914,14.3,nM,CHEMBL636,P06276,chembl,false,true
CHEMBL6966,1219,227,P41595,Serotonin 2b (5-HT2b) receptor,CHEMBL1833,105.0,nM,CHEMBL6966,P41595,"impc,chembl",false,true
CHEMBL75677,122849,104690,P49356,Protein farnesyltransferase,CHEMBL2094108,4.4,nM,CHEMBL75677,P49356,chemicalProbes,false,false
CHEMBL90555,142808,104766,P68366,Tubulin,CHEMBL2095182,25.2,%,CHEMBL90555,P68366,"impc,chembl",false,true
CHEMBL90555,142808,104766,P68366,Tubulin,CHEMBL2095182,500.0,nM,CHEMBL90555,P68366,"impc,chembl",false,true
CHEMBL90555,142808,104766,P68366,Tubulin,CHEMBL2095182,722.0,a.u.,CHEMBL90555,P68366,"impc,chembl",false,true
CHEMBL92086,150352,9,P00533,Epidermal growth factor receptor erbB1,CHEMBL203,1.2,nM,CHEMBL92086,P00533,chemicalProbes,false,false
CHEMBL941,88797,12627,P16234,Platelet-derived growth factor receptor alpha,CHEMBL2007,0.0,%,CHEMBL941,P16234,"uniprot_literature,impc,eva,intogen,clingen,chembl,eva_somatic,cancer_gene_census",false,true
CHEMBL941,88797,104773,P16234,Platelet-derived growth factor receptor,CHEMBL2095189,50.0,nM,CHEMBL941,P16234,"uniprot_literature,impc,eva,intogen,clingen,chembl,eva_somatic,cancer_gene_census",false,true
