accession,chembl_id,molregno,assay_chembl_id,src_id,src_short_name,journal,pubmed_id,doi,tid,pref_name,target_chembl_id,organism,standard_value,standard_units,standard_relation,pchembl_value,targetID,isMoA,linkedTargets,id,drugId,uniprotId,sources,isHighQualityProbe,isTherapeuticTarget,proteinClass,isActive
Q9H0K1,CHEMBL1230609,692959,CHEMBL1908792,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101504,Serine/threonine-protein kinase SIK2,CHEMBL5699,Homo sapiens,640.0,nM,=,6.19,ENSG00000170145,false,"{[ENSG00000120156, ENSG00000105976, ENSG00000157404, ENSG00000113721, ENSG00000134853, ENSG00000122025, ENSG00000102755, ENSG00000037280, ENSG00000128052], 9}",CHEMBL1230609,CHEMBL1230609,Q9H0K1,[impc],false,false,Kinase,false
P20309,CHEMBL1231,229058,CHEMBL1909172,15,DRUGMATRIX,,,,219,Muscarinic acetylcholine receptor M3,CHEMBL245,Homo sapiens,0.574,nM,=,9.24,ENSG00000133019,true,"{[ENSG00000133019, ENSG00000181072], 2}",CHEMBL1231,CHEMBL1231,P20309,"[impc, chembl]",false,true,GPCR,true
Q92793,CHEMBL1232461,694811,CHEMBL4724837,1,LITERATURE,Bioorg Med Chem,3.3549905E7,10.1016/j.bmc.2021.116015,101310,CREB-binding protein,CHEMBL5747,Homo sapiens,83000.0,nM,=,4.08,ENSG00000005339,false,"{[ENSG00000204256, ENSG00000141867, ENSG00000137948, ENSG00000169925], 4}",CHEMBL1232461,CHEMBL1232461,Q92793,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Epigenetic,false
P53350,CHEMBL1233528,695878,CHEMBL5210368,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,10907,Serine/threonine-protein kinase PLK1,CHEMBL3024,Homo sapiens,0.87,nM,=,9.06,ENSG00000166851,true,"{[ENSG00000166851], 1}",CHEMBL1233528,CHEMBL1233528,P53350,"[impc, chembl]",false,true,Kinase,true
P42338,CHEMBL1234354,696704,CHEMBL5127275,1,LITERATURE,Eur J Med Chem,3.489444E7,10.1016/j.ejmech.2021.114039,12576,PI3-kinase p110-beta subunit,CHEMBL3145,Homo sapiens,2.1,nM,=,8.68,ENSG00000051382,true,"{[ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461, ENSG00000198793], 9}",CHEMBL1234354,CHEMBL1234354,P42338,"[impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,true
P08581,CHEMBL1236107,698457,CHEMBL1908491,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11451,Hepatocyte growth factor receptor,CHEMBL3717,Homo sapiens,0.19,nM,=,9.72,ENSG00000105976,true,"{[ENSG00000105976], 1}",CHEMBL1236107,CHEMBL1236107,P08581,"[uniprot_literature, impc, eva, orphanet, intogen, gene2phenotype, chemicalProbes, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",true,true,Kinase,true
P37231,CHEMBL1236924,699274,CHEMBL4015773,1,LITERATURE,J Med Chem,2.848559E7,10.1021/acs.jmedchem.6b01727,133,Peroxisome proliferator-activated receptor gamma,CHEMBL235,Homo sapiens,4.0,nM,=,8.4,ENSG00000132170,true,"{[ENSG00000132170], 1}",CHEMBL1236924,CHEMBL1236924,P37231,"[impc, eva, ot_genetics_portal, chembl]",false,true,NR,true
O00329,CHEMBL1236962,699312,CHEMBL4820291,1,LITERATURE,Eur J Med Chem,3.3360802E7,10.1016/j.ejmech.2020.113109,104943,PI3-kinase p110-delta/p85-alpha,CHEMBL2111432,Homo sapiens,0.07,nM,=,10.15,ENSG00000171608,true,"{[ENSG00000198793, ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 9}",CHEMBL1236962,CHEMBL1236962,O00329,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,true
O00329,CHEMBL1236962,699312,CHEMBL5210396,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,11177,PI3-kinase p110-delta subunit,CHEMBL3130,Homo sapiens,0.024,nM,=,10.62,ENSG00000171608,true,"{[ENSG00000198793, ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 9}",CHEMBL1236962,CHEMBL1236962,O00329,"[impc, ot_genetics_portal, chembl]",false,true,Kinase,true
P42336,CHEMBL1236962,699312,CHEMBL4022583,1,LITERATURE,Bioorg Med Chem Lett,2.8571824E7,10.1016/j.bmcl.2017.05.044,105055,PI3-kinase p110-alpha/p85-alpha,CHEMBL2111367,Homo sapiens,0.019,nM,=,10.72,ENSG00000121879,true,"{[ENSG00000198793, ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 9}",CHEMBL1236962,CHEMBL1236962,P42336,"[uniprot_literature, impc, eva, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P42336,CHEMBL1236962,699312,CHEMBL5210394,65,LIT_EUBOPEN_CGL,,,10.6019/CHEMBL5210307,11362,PI3-kinase p110-alpha subunit,CHEMBL4005,Homo sapiens,0.019,nM,=,10.72,ENSG00000121879,true,"{[ENSG00000198793, ENSG00000145675, ENSG00000051382, ENSG00000105851, ENSG00000121879, ENSG00000105647, ENSG00000171608, ENSG00000141506, ENSG00000117461], 9}",CHEMBL1236962,CHEMBL1236962,P42336,"[uniprot_literature, impc, eva, intogen, gene2phenotype, clingen, chembl, eva_somatic, uniprot_variants, cancer_gene_census]",false,true,Kinase,true
P23975,CHEMBL1237044,699395,CHEMBL865923,1,LITERATURE,Bioorg Med Chem Lett,1.6257206E7,10.1016/j.bmcl.2005.10.024,100,Norepinephrine transporter,CHEMBL222,Homo sapiens,790.0,nM,=,6.1,ENSG00000103546,false,"{[ENSG00000112038], 1}",CHEMBL1237044,CHEMBL1237044,P23975,"[impc, chembl]",false,true,Transporter,true
P19793,CHEMBL1237061,699412,CHEMBL3998736,1,LITERATURE,Bioorg Med Chem Lett,2.8089347E7,10.1016/j.bmcl.2016.12.058,275,Retinoid X receptor alpha,CHEMBL2061,Homo sapiens,13300.0,nM,=,4.88,ENSG00000186350,false,"{[ENSG00000113161], 1}",CHEMBL1237061,CHEMBL1237061,P19793,[impc],false,false,NR,false
P34995,CHEMBL1237119,699470,CHEMBL5127969,1,LITERATURE,Eur J Med Chem,3.5124532E7,10.1016/j.ejmech.2022.114154,261,Prostanoid EP1 receptor,CHEMBL1811,Homo sapiens,285.0,nM,=,6.54,ENSG00000160951,false,"{[ENSG00000160013], 1}",CHEMBL1237119,CHEMBL1237119,P34995,"[impc, chembl]",false,true,GPCR,true
O95342,CHEMBL1237132,699483,CHEMBL4017550,1,LITERATURE,Drug Metab Dispos,2.2961681E7,10.1124/dmd.112.047068,102394,Bile salt export pump,CHEMBL6020,Homo sapiens,36350.0,nM,=,4.44,ENSG00000073734,false,"{[ENSG00000151067, ENSG00000081248, ENSG00000157388, ENSG00000102001], 4}",CHEMBL1237132,CHEMBL1237132,O95342,[impc],false,false,Transporter,false
P09619,CHEMBL124660,205165,CHEMBL1051304,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,197,Platelet-derived growth factor receptor beta,CHEMBL1913,Homo sapiens,4.5,nM,=,8.35,ENSG00000113721,true,"{[ENSG00000113721, ENSG00000122025, ENSG00000157404], 3}",CHEMBL124660,CHEMBL124660,P09619,"[uniprot_literature, impc, chembl, cancer_gene_census]",false,true,Kinase,true
P16234,CHEMBL124660,205165,CHEMBL1062783,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,2.4,nM,=,8.62,ENSG00000134853,false,"{[ENSG00000113721, ENSG00000122025, ENSG00000157404], 3}",CHEMBL124660,CHEMBL124660,P16234,"[intogen, chembl, cancer_gene_census]",false,true,Kinase,true
P48736,CHEMBL1258517,707528,CHEMBL1259904,1,LITERATURE,Bioorg Med Chem Lett,2.0797855E7,10.1016/j.bmcl.2010.07.104,11939,PI3-kinase p110-gamma subunit,CHEMBL3267,Homo sapiens,74.0,nM,=,7.13,ENSG00000105851,false,"{[ENSG00000198793, ENSG00000121879], 2}",CHEMBL1258517,CHEMBL1258517,P48736,"[impc, chembl, eva_somatic]",false,true,Kinase,false
Q13936,CHEMBL12713,10813,CHEMBL3436201,1,LITERATURE,Sci Rep,2.3812503E7,10.1038/srep02100,104801,Voltage-gated L-type calcium channel,CHEMBL2095229,Homo sapiens,6300.0,nM,=,5.2,ENSG00000151067,false,"{[ENSG00000102468, ENSG00000147246, ENSG00000120907, ENSG00000171873, ENSG00000170214, ENSG00000149295], 6}",CHEMBL12713,CHEMBL12713,Q13936,"[ot_genetics_portal, chembl]",false,true,IC,true
O43614,CHEMBL1272307,711568,CHEMBL1273040,1,LITERATURE,Bioorg Med Chem Lett,2.0933413E7,10.1016/j.bmcl.2010.09.090,12968,Orexin receptor 2,CHEMBL4792,Homo sapiens,0.3981,nM,=,9.4,ENSG00000137252,true,"{[ENSG00000121764, ENSG00000137252], 2}",CHEMBL1272307,CHEMBL1272307,O43614,"[impc, chembl]",false,true,GPCR,true
O75116,CHEMBL1287853,714243,CHEMBL1908666,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,11149,Rho-associated protein kinase 2,CHEMBL2973,Homo sapiens,2200.0,nM,=,5.66,ENSG00000134318,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,O75116,"[ot_genetics_portal, chembl]",false,true,Kinase,false
O75460,CHEMBL1287853,714243,CHEMBL1908532,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103430,Serine/threonine-protein kinase/endoribonuclease IRE1,CHEMBL1163101,Homo sapiens,1200.0,nM,=,5.92,ENSG00000178607,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,O75460,[ot_genetics_portal],false,false,Kinase,false
O75582,CHEMBL1287853,714243,CHEMBL1908664,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10850,Ribosomal protein S6 kinase alpha 5,CHEMBL4237,Homo sapiens,2200.0,nM,=,5.66,ENSG00000100784,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,O75582,[ot_genetics_portal],false,false,Kinase,false
P00519,CHEMBL1287853,714243,CHEMBL1908675,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,8,Tyrosine-protein kinase ABL,CHEMBL1862,Homo sapiens,40.0,nM,=,7.4,ENSG00000097007,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,P00519,"[impc, eva, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P06239,CHEMBL1287853,714243,CHEMBL1908710,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10140,Tyrosine-protein kinase LCK,CHEMBL258,Homo sapiens,72.0,nM,=,7.14,ENSG00000182866,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,P06239,"[impc, chembl, cancer_gene_census]",false,true,Kinase,false
P16234,CHEMBL1287853,714243,CHEMBL1908731,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,2700.0,nM,=,5.57,ENSG00000134853,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
P29320,CHEMBL1287853,714243,CHEMBL1908706,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30009,Ephrin type-A receptor 3,CHEMBL4954,Homo sapiens,7100.0,nM,=,5.15,ENSG00000044524,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,P29320,"[uniprot_literature, impc, intogen, chembl, cancer_gene_census]",false,true,Kinase,false
P43405,CHEMBL1287853,714243,CHEMBL1908604,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10906,Tyrosine-protein kinase SYK,CHEMBL2599,Homo sapiens,2700.0,nM,=,5.57,ENSG00000165025,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,P43405,"[impc, chembl, cancer_gene_census]",false,true,Kinase,false
Q04771,CHEMBL1287853,714243,CHEMBL1908516,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101598,Activin receptor type-1,CHEMBL5903,Homo sapiens,150.0,nM,=,6.82,ENSG00000115170,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q04771,"[impc, intogen, eva_somatic, cancer_gene_census]",false,false,Kinase,false
Q52WX2,CHEMBL1287853,714243,CHEMBL1908509,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103458,Serine/threonine-protein kinase SBK1,CHEMBL1163129,Homo sapiens,790.0,nM,=,6.1,ENSG00000188322,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q52WX2,[ot_genetics_portal],false,false,Kinase,false
Q7KZI7,CHEMBL1287853,714243,CHEMBL1908803,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,30001,MAP/microtubule affinity-regulating kinase 2,CHEMBL3831,Homo sapiens,3100.0,nM,=,5.51,ENSG00000072518,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q7KZI7,"[impc, intogen]",false,false,Kinase,false
Q8NE63,CHEMBL1287853,714243,CHEMBL1908417,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103106,Homeodomain-interacting protein kinase 4,CHEMBL1075167,Homo sapiens,220.0,nM,=,6.66,ENSG00000160396,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q8NE63,[impc],false,false,Kinase,false
Q96D53,CHEMBL1287853,714243,CHEMBL1908832,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101316,Uncharacterized aarF domain-containing protein kinase 4,CHEMBL5753,Homo sapiens,300.0,nM,=,6.52,ENSG00000123815,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q96D53,"[eva, orphanet]",false,false,Kinase,false
Q9BQI3,CHEMBL1287853,714243,CHEMBL1908777,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,102667,Eukaryotic translation initiation factor 2-alpha kinase 1,CHEMBL6029,Homo sapiens,1000.0,nM,=,6.0,ENSG00000086232,false,"{[ENSG00000096968, ENSG00000122025], 2}",CHEMBL1287853,CHEMBL1287853,Q9BQI3,[impc],false,false,Kinase,false
P16234,CHEMBL1289601,716009,CHEMBL4839227,1,LITERATURE,J Med Chem,3.4351741E7,10.1021/acs.jmedchem.1c00678,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,51.0,nM,=,7.29,ENSG00000134853,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289601,CHEMBL1289601,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
O00238,CHEMBL1289926,716337,CHEMBL1908522,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101204,Bone morphogenetic protein receptor type-1B,CHEMBL5476,Homo sapiens,2900.0,nM,=,5.54,ENSG00000138696,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,O00238,"[impc, ot_genetics_portal]",false,false,Kinase,false
O95819,CHEMBL1289926,716337,CHEMBL1908453,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101464,Mitogen-activated protein kinase kinase kinase kinase 4,CHEMBL6166,Homo sapiens,350.0,nM,=,6.46,ENSG00000071054,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,O95819,[eva],false,false,Kinase,false
P07947,CHEMBL1289926,716337,CHEMBL1908715,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,18033,Tyrosine-protein kinase YES,CHEMBL2073,Homo sapiens,2700.0,nM,=,5.57,ENSG00000176105,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,P07947,"[ot_genetics_portal, chembl]",false,true,Kinase,false
P16234,CHEMBL1289926,716337,CHEMBL1908731,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,0.51,nM,=,9.29,ENSG00000134853,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q13188,CHEMBL1289926,716337,CHEMBL1908751,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,10277,Serine/threonine-protein kinase MST2,CHEMBL4708,Homo sapiens,2200.0,nM,=,5.66,ENSG00000104375,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,Q13188,[impc],false,false,Kinase,false
Q13470,CHEMBL1289926,716337,CHEMBL1908627,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,100951,Non-receptor tyrosine-protein kinase TNK1,CHEMBL5334,Homo sapiens,160.0,nM,=,6.8,ENSG00000174292,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,Q13470,[impc],false,false,Kinase,false
Q32MK0,CHEMBL1289926,716337,CHEMBL1908435,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12959,Myosin light chain kinase,CHEMBL4627,Homo sapiens,1700.0,nM,=,5.77,ENSG00000140795,false,"{[ENSG00000102755, ENSG00000037280, ENSG00000128052], 3}",CHEMBL1289926,CHEMBL1289926,Q32MK0,[impc],false,false,Kinase,false
P14416,CHEMBL1303,258371,CHEMBL671417,1,LITERATURE,J Med Chem,1.2086487E7,10.1021/jm001015a,72,Dopamine D2 receptor,CHEMBL217,Homo sapiens,0.06,nM,=,10.22,ENSG00000149295,true,"{[ENSG00000149295, ENSG00000151577, ENSG00000069696], 3}",CHEMBL1303,CHEMBL1303,P14416,"[impc, chembl]",false,true,GPCR,true
P08235,CHEMBL131,27370,CHEMBL3122505,1,LITERATURE,J Med Chem,2.4446728E7,10.1021/jm401616g,48,Mineralocorticoid receptor,CHEMBL1994,Homo sapiens,0.29,nM,=,9.54,ENSG00000151623,false,"{[ENSG00000113580], 1}",CHEMBL131,CHEMBL131,P08235,"[uniprot_literature, impc, eva, clingen, chembl, uniprot_variants]",false,true,NR,true
P08183,CHEMBL1323,267163,CHEMBL4403306,1,LITERATURE,J Med Chem,3.1505928E7,10.1021/acs.jmedchem.9b00779,11398,P-glycoprotein 1,CHEMBL4302,Homo sapiens,6600.0,nM,=,5.18,ENSG00000085563,false,"{[], 0}",CHEMBL1323,CHEMBL1323,P08183,[impc],false,false,Transporter,false
P11511,CHEMBL132530,217341,CHEMBL664581,1,LITERATURE,J Med Chem,1578485.0,10.1021/jm00087a013,65,Cytochrome P450 19A1,CHEMBL1978,Homo sapiens,27.0,nM,=,7.57,ENSG00000137869,false,,CHEMBL132530,CHEMBL132530,P11511,"[impc, ot_genetics_portal, chembl]",false,true,Enzyme,true
P07333,CHEMBL1336,276734,CHEMBL946287,1,LITERATURE,J Med Chem,1.8942827E7,10.1021/jm801050k,12840,Macrophage colony stimulating factor receptor,CHEMBL1844,Homo sapiens,19.0,nM,=,7.72,ENSG00000182578,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,P07333,"[impc, intogen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
P16234,CHEMBL1336,276734,CHEMBL1062783,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,12627,Platelet-derived growth factor receptor alpha,CHEMBL2007,Homo sapiens,62.0,nM,=,7.21,ENSG00000134853,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,P16234,"[uniprot_literature, impc, eva, intogen, clingen, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,false
Q13470,CHEMBL1336,276734,CHEMBL1062788,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,100951,Non-receptor tyrosine-protein kinase TNK1,CHEMBL5334,Homo sapiens,2300.0,nM,=,5.64,ENSG00000174292,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q13470,[impc],false,false,Kinase,false
Q15759,CHEMBL1336,276734,CHEMBL990556,1,LITERATURE,Proc Natl Acad Sci U S A,1.8077425E7,10.1073/pnas.0707498104,10120,MAP kinase p38 beta,CHEMBL3961,Homo sapiens,200.0,nM,=,6.7,ENSG00000185386,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q15759,"[ot_genetics_portal, chembl]",false,true,Kinase,false
Q16832,CHEMBL1336,276734,CHEMBL1908474,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,101079,Discoidin domain-containing receptor 2,CHEMBL5122,Homo sapiens,6.6,nM,=,8.18,ENSG00000162733,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q16832,"[impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census]",false,true,Kinase,true
Q32MK0,CHEMBL1336,276734,CHEMBL1908435,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,12959,Myosin light chain kinase,CHEMBL4627,Homo sapiens,9600.0,nM,=,5.02,ENSG00000140795,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q32MK0,[impc],false,false,Kinase,false
Q9H2G2,CHEMBL1336,276734,CHEMBL1062787,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,30035,Serine/threonine-protein kinase 2,CHEMBL4202,Homo sapiens,1000.0,nM,=,6.0,ENSG00000065613,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q9H2G2,[ot_genetics_portal],false,false,Kinase,false
Q9NYL2,CHEMBL1336,276734,CHEMBL1051317,1,LITERATURE,Nat Biotechnol,1.8183025E7,10.1038/nbt1358,20007,Mixed lineage kinase 7,CHEMBL3886,Homo sapiens,6.3,nM,=,8.2,ENSG00000091436,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q9NYL2,[ot_genetics_portal],false,false,Kinase,true
Q9UL54,CHEMBL1336,276734,CHEMBL1908796,1,LITERATURE,Nat Biotechnol,2.2037378E7,10.1038/nbt.1990,103140,Serine/threonine-protein kinase TAO2,CHEMBL1075195,Homo sapiens,540.0,nM,=,6.27,ENSG00000149930,false,"{[ENSG00000157764, ENSG00000165731, ENSG00000102755, ENSG00000037280, ENSG00000128052, ENSG00000157404, ENSG00000122025, ENSG00000132155, ENSG00000113721], 9}",CHEMBL1336,CHEMBL1336,Q9UL54,[eva_somatic],false,false,Kinase,false
P32754,CHEMBL1337,281549,CHEMBL3388490,1,LITERATURE,Bioorg Med Chem,2.5182962E7,10.1016/j.bmc.2014.08.011,123,4-hydroxyphenylpyruvate dioxygenase,CHEMBL1861,Homo sapiens,37.0,nM,=,7.43,ENSG00000158104,true,"{[ENSG00000158104], 1}",CHEMBL1337,CHEMBL1337,P32754,"[uniprot_literature, impc, eva, clingen, chembl, uniprot_variants]",false,true,Enzyme,true
P30926,CHEMBL134713,221515,CHEMBL1912302,1,LITERATURE,Eur J Med Chem,2.1986237E7,10.1016/j.ejmech.2011.09.033,104288,Neuronal acetylcholine receptor; alpha3/beta4,CHEMBL1907594,Homo sapiens,2500.0,nM,=,5.6,ENSG00000117971,false,"{[ENSG00000175344], 1}",CHEMBL134713,CHEMBL134713,P30926,"[ot_genetics_portal, chembl]",false,true,IC,true
P34913,CHEMBL1358,304798,CHEMBL2400592,1,LITERATURE,Bioorg Med Chem Lett,2.3684894E7,10.1016/j.bmcl.2013.04.083,11727,Epoxide hydratase,CHEMBL2409,Homo sapiens,6.0,nM,=,8.22,ENSG00000120915,false,"{[ENSG00000140009, ENSG00000091831], 2}",CHEMBL1358,CHEMBL1358,P34913,[ot_genetics_portal],false,false,Enzyme,true
P21917,CHEMBL1366,308917,CHEMBL1909142,15,DRUGMATRIX,,,,90,Dopamine D4 receptor,CHEMBL219,Homo sapiens,394.0,nM,=,6.41,ENSG00000069696,false,,CHEMBL1366,CHEMBL1366,P21917,"[ot_genetics_portal, chembl]",false,true,GPCR,false
P02768,CHEMBL139,29890,CHEMBL925737,1,LITERATURE,J Med Chem,1.8348514E7,10.1021/jm7012826,10697,Serum albumin,CHEMBL3253,Homo sapiens,2454.71,nM,=,5.61,ENSG00000163631,false,"{[ENSG00000073756, ENSG00000095303], 2}",CHEMBL139,CHEMBL139,P02768,"[impc, eva_somatic]",false,false,None,true
P04150,CHEMBL1395,328400,CHEMBL1909150,15,DRUGMATRIX,,,,25,Glucocorticoid receptor,CHEMBL2034,Homo sapiens,838.0,nM,=,6.08,ENSG00000113580,false,"{[ENSG00000169083], 1}",CHEMBL1395,CHEMBL1395,P04150,"[impc, chembl]",false,true,NR,false
Q9UNU6,CHEMBL1397,334337,CHEMBL4418432,38,PATENT,,,,119244,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,CHEMBL4523494,Homo sapiens,3800.0,nM,=,5.42,ENSG00000180432,false,"{[], 0}",CHEMBL1397,CHEMBL1397,Q9UNU6,[impc],false,false,Enzyme,true
