drugId,target_chembl_id,pchembl_value_aggr,max_pchembl_value,median_pchembl_value,drugType,maximumClinicalTrialPhase,isApproved,assay_chembl_id,assay_type,target_organism,target_pref_name,data_validity_comment,data_validity_description,confidence_score,confidence_description,assay_category,target_type,accession,proteinClass,isActive_max,isActive_med,action_type_moa_aggr,target_chembl_id_moa_aggr,isInMoA,targetId,isHighQualityProbe,isTherapeuticTarget,isGE,isGE_clinical,isProbe,linkedTargets_count,linkedDiseases_count,action_type_action_type,action_type_description,action_type_parent_type,sources_concated,linkedTargets_rows_concated,linkedDiseases_rows_concated,related_target_chembl_id,accession_related
CHEMBL3707392,CHEMBL240,5.24,5.24,5.24,Small molecule,3.0,false,CHEMBL3883131,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,"","",false,ENSG00000055118,false,true,true,true,false,,4,,,,"impc, eva, clingen, chembl","","HP_0001657, EFO_0000538, EFO_0001645, HP_0004308","CHEMBL4106188, CHEMBL2362996","P51787, Q12809"
CHEMBL395429,CHEMBL1921,"7.48, 6.62",7.48,6.62,Protein,4.0,true,CHEMBL4121245,F,Homo sapiens,Vasopressin V1b receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P47901,GPCR,TRUE,TRUE,AGONIST,CHEMBL2049,false,ENSG00000198049,false,true,true,true,false,1,49,,,,"impc, chembl",ENSG00000180914,"EFO_0002610, EFO_1000948, MONDO_0008300, MONDO_0007079, EFO_0001073, EFO_0004242, GO_0007568, MONDO_0100096, EFO_0003918, EFO_0003758, EFO_0000668, MONDO_0005090, MONDO_0017276, MONDO_0002491, EFO_0004714, EFO_0004616, EFO_0010702, EFO_0005411, EFO_0009579, MONDO_0002009, MP_0001845, EFO_0004566, EFO_0003888, MONDO_0002025, EFO_0004247, EFO_0000612, MONDO_0005351, EFO_0004777, EFO_0005611, EFO_1001271, MONDO_0002050, HP_0012532, EFO_0003843, EFO_1000911, EFO_1001863, EFO_0003756, EFO_0000432, EFO_0003877, EFO_1000096, EFO_0001072, EFO_0005762, EFO_1001917, EFO_0001358, MONDO_0004782, MONDO_0005178, EFO_0010642, EFO_0004269, MONDO_0010383, MP_0001914","CHEMBL2111456, CHEMBL2363078","P37288, P30518"
CHEMBL220491,CHEMBL4789,7.30,7.30,7.3,Small molecule,4.0,true,CHEMBL856733,B,Homo sapiens,Carbonic anhydrase VA,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35218,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL205,false,ENSG00000174990,false,false,true,true,false,1,4,,,,ot_genetics_portal,ENSG00000104267,"EFO_0009784, EFO_0004190, MONDO_0005041, EFO_1001069","CHEMBL2111457, CHEMBL2095180","P00918, Q9Y2D0"
CHEMBL220492,CHEMBL4789,"7.20, 7.20",7.20,7.2,Small molecule,4.0,true,CHEMBL1118584,B,Homo sapiens,Carbonic anhydrase VA,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P35218,Enzyme,TRUE,TRUE,"INHIBITOR, ANTAGONIST, BLOCKER, POSITIVE MODULATOR","CHEMBL2109241, CHEMBL2096670, CHEMBL2331043, CHEMBL2093872, CHEMBL3729, CHEMBL205",false,ENSG00000174990,false,true,true,true,false,37,44,,,,"ot_genetics_portal, chembl","ENSG00000144285, ENSG00000183873, ENSG00000007314, ENSG00000136546, ENSG00000136531, ENSG00000169432, ENSG00000153253, ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000022355, ENSG00000145864, ENSG00000113327, ENSG00000166206, ENSG00000109158, ENSG00000182256, ENSG00000268089, ENSG00000011677, ENSG00000094755, ENSG00000187730, ENSG00000163285, ENSG00000163288, ENSG00000102287, ENSG00000151834, ENSG00000186297, ENSG00000145863, ENSG00000171189, ENSG00000105737, ENSG00000149403, ENSG00000164418, ENSG00000163873, ENSG00000167434, ENSG00000104267, ENSG00000152578, ENSG00000125675, ENSG00000120251, ENSG00000155511","HP_0011868, EFO_0007191, MONDO_0002046, EFO_0005203, EFO_0001073, MONDO_0005180, MONDO_0021187, EFO_0007262, MONDO_0005277, EFO_0004895, EFO_0004211, EFO_0001063, MONDO_0005299, MONDO_0008300, HP_0002315, EFO_0005204, EFO_0004263, MONDO_0005148, EFO_0000400, EFO_0004701, EFO_0004242, EFO_0001358, EFO_0004329, EFO_0005230, EFO_0003768, EFO_0000474, HP_0100543, EFO_0003843, EFO_0005207, MONDO_0002050, MONDO_0005090, EFO_0004319, EFO_0001421, EFO_0004699, EFO_0003108, EFO_0000195, MONDO_0016532, MONDO_0005301, MONDO_0004985, EFO_0000537, HP_0001250, EFO_0005924, EFO_0002610, MONDO_0007079","CHEMBL2111457, CHEMBL2095180","P00918, Q9Y2D0"
CHEMBL3233142,CHEMBL228,7.21,7.21,7.21,Small molecule,4.0,true,CHEMBL3243819,B,Homo sapiens,Serotonin transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P31645,Transporter,TRUE,TRUE,"","",false,ENSG00000108576,false,true,true,true,false,,2,,,,"impc, chembl","","MONDO_0005090, HP_0012076","CHEMBL2095201, CHEMBL2111346, CHEMBL2363064",P31645
CHEMBL262135,CHEMBL1804,9.70,9.70,9.7,Protein,4.0,true,CHEMBL828435,B,Homo sapiens,Somatostatin receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P30874,GPCR,TRUE,TRUE,"","",false,ENSG00000180616,false,true,false,true,false,,4,,,,chembl,"","EFO_0000501, MONDO_0024503, EFO_1001901, EFO_0000641","CHEMBL2111436, CHEMBL4296070",P35346
CHEMBL686,CHEMBL4261,5.00,5.00,5.0,Small molecule,4.0,true,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,INHIBITOR,CHEMBL2094253,false,ENSG00000100644,false,false,true,true,false,2,5,,,,ot_genetics_portal,"ENSG00000073756, ENSG00000095303","EFO_0005755, EFO_0003843, EFO_0000400, HP_0100607, MP_0001914","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL1229211,CHEMBL4105907,7.75,7.75,7.75,Small molecule,4.0,true,CHEMBL4616034,B,Homo sapiens,Sigma intracellular receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q5BJF2,None,TRUE,TRUE,INHIBITOR,CHEMBL3471,false,ENSG00000109084,false,false,true,true,false,0,9,,,,ot_genetics_portal,"","EFO_0000180, EFO_0000763, EFO_0000764, EFO_0001068, MONDO_0004976, EFO_0000180, EFO_0000765, EFO_0000544, EFO_0000764",CHEMBL4524009,Q99720
CHEMBL84,CHEMBL1781,"5.28, 5.26",5.28,5.26,Small molecule,4.0,true,CHEMBL3056569,B,Homo sapiens,DNA topoisomerase I,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P11387,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL2362989,false,ENSG00000198900,false,true,true,true,false,1,82,,,,"intogen, chembl, cancer_gene_census",ENSG00000184428,"EFO_0000565, EFO_0003833, EFO_0008498, MONDO_0002158, EFO_0002087, MONDO_0100342, MONDO_0008903, EFO_0002918, EFO_0002617, EFO_0000613, EFO_0000519, EFO_1000158, EFO_0000466, MONDO_0008380, MONDO_0037745, MONDO_0100096, EFO_0000305, EFO_1001465, EFO_0000630, EFO_0001416, EFO_0000616, MONDO_0008170, EFO_0005543, MONDO_0002974, EFO_0001378, EFO_0000621, MONDO_0004992, EFO_1001042, EFO_1000251, EFO_0000681, EFO_0003833, EFO_0000220, EFO_0000691, EFO_0008524, MONDO_0019004, EFO_0000198, EFO_1001100, EFO_0000502, EFO_0003893, MONDO_0004992, EFO_0002501, EFO_0000702, EFO_0000616, EFO_1000823, MONDO_0007576, EFO_0005561, EFO_0002428, EFO_0002499, MONDO_0007254, EFO_0000174, EFO_1000657, EFO_0000326, MONDO_0008170, EFO_0001075, EFO_0001061, EFO_0005952, EFO_0000313, EFO_0000389, EFO_0003851, EFO_0003060, EFO_0003869, MONDO_0021063, EFO_0000574, MONDO_0011962, EFO_0000702, MONDO_0006058, EFO_0000222, EFO_1001331, EFO_0000621, MONDO_0018271, EFO_0003060, EFO_0003893, MONDO_0002974, EFO_0007362, EFO_0003859, MONDO_0018364, MONDO_0018364, EFO_1000895, MONDO_0008315, MONDO_0002380, MONDO_0002087, EFO_1000043",CHEMBL4106174,P11387
CHEMBL118,CHEMBL3242,7.75,7.75,7.75,Small molecule,4.0,true,CHEMBL2183721,B,Homo sapiens,Carbonic anhydrase XII,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O43570,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL230,false,ENSG00000074410,false,true,true,true,false,1,110,,,,"ot_genetics_portal, chembl",ENSG00000073756,"HP_0012532, MONDO_0005090, EFO_1001893, MP_0001914, MONDO_0001657, EFO_0005279, EFO_0009606, EFO_0000546, EFO_0002496, EFO_0004239, EFO_0004251, EFO_0005252, EFO_0003868, MONDO_0018975, EFO_0005406, EFO_0003843, EFO_0000284, HP_0100607, MONDO_0042487, EFO_0001075, MONDO_0018076, MONDO_0004976, MONDO_0011705, MONDO_0002087, HP_0004398, MONDO_0004247, EFO_0000668, EFO_0004142, EFO_0000616, MP_0001845, EFO_0000681, MONDO_0002363, EFO_0007328, MONDO_0002974, EFO_0000621, EFO_0001073, MONDO_0004985, EFO_0004242, EFO_0000685, EFO_1001904, EFO_0002939, EFO_0005543, EFO_0004288, HP_0003418, EFO_0001416, MONDO_0008170, MONDO_0044937, EFO_0007453, MONDO_0021063, MONDO_0007254, EFO_0004252, EFO_0008525, EFO_1001950, EFO_0000673, EFO_0010072, MONDO_0002258, EFO_0003893, EFO_0000691, MONDO_0010200, MONDO_0001187, EFO_0000305, EFO_0005669, EFO_0002609, MONDO_0002715, MONDO_0004975, EFO_0005755, EFO_0000203, HP_0011110, EFO_0002618, MONDO_0007576, EFO_1001250, MONDO_0004992, EFO_0003898, MONDO_0002050, MONDO_0003937, EFO_0004274, EFO_0009625, EFO_0004142, EFO_0001072, EFO_0000537, EFO_0000756, EFO_0000199, MONDO_0002009, EFO_0003869, EFO_0000365, EFO_0004616, EFO_0005762, MONDO_0005178, EFO_1001951, EFO_1000786, MONDO_0008903, Orphanet_733, EFO_0003060, MONDO_0005277, EFO_0000712, MONDO_0002691, MONDO_0100096, EFO_1000158, EFO_1001466, EFO_0006859, MONDO_0024475, MONDO_0008315, EFO_0000519, EFO_0001668, EFO_0003768, HP_0003419, EFO_1000657, MONDO_0004658, EFO_0001378, EFO_0000182",CHEMBL2095180,P00918
CHEMBL708,CHEMBL228,7.28,7.28,7.28,Small molecule,4.0,true,CHEMBL992753,B,Homo sapiens,Serotonin transporter,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P31645,Transporter,TRUE,TRUE,ANTAGONIST,"CHEMBL217, CHEMBL224, CHEMBL225",false,ENSG00000108576,false,true,true,true,false,3,22,,,,"impc, chembl","ENSG00000102468, ENSG00000149295, ENSG00000147246","EFO_1001917, EFO_0005411, MONDO_0005090, EFO_0005230, EFO_0009963, MONDO_0004985, MONDO_0005090, HP_0012076, MONDO_0004985, EFO_0004247, EFO_0005306, HP_0000713, EFO_0003890, EFO_0005407, MONDO_0002050, EFO_0004269, MONDO_0004985, EFO_0003758, EFO_0005611, MONDO_0005090, EFO_0000319, MONDO_0002009","CHEMBL2095201, CHEMBL2111346, CHEMBL2363064",P31645
CHEMBL310671,CHEMBL205,"5.22, 5.22, 5.22",5.22,5.22,Small molecule,3.0,false,CHEMBL4021391,B,Homo sapiens,Carbonic anhydrase II,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P00918,Enzyme,TRUE,TRUE,"","",false,ENSG00000104267,false,true,true,true,false,,1,,,,"impc, chembl","",EFO_0000474,"CHEMBL2096906, CHEMBL2095180",P00918
CHEMBL165790,CHEMBL6101,6.38,6.38,6.38,Small molecule,-1.0,false,CHEMBL1614373,F,Homo sapiens,Signal transducer and activator of transcription 1-alpha/beta,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P42224,TF,TRUE,TRUE,"","",false,ENSG00000115415,false,false,true,true,false,,1,,,,"impc, ot_genetics_portal","",EFO_0004260,CHEMBL4523693,P42224
CHEMBL277522,CHEMBL1293235,6.05,6.05,6.05,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,"","",false,ENSG00000160789,false,false,true,true,false,,1,,,,impc,"",EFO_0005755,"",""
CHEMBL75094,CHEMBL280,10.42,10.42,10.42,Small molecule,3.0,false,CHEMBL717446,B,Homo sapiens,Matrix metalloproteinase 13,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P45452,Enzyme,TRUE,TRUE,"","",false,ENSG00000137745,false,true,false,true,false,,3,,,,chembl,"","MONDO_0008315, MONDO_0008903, EFO_1000158","CHEMBL2111422, CHEMBL4523970, CHEMBL2095216","P08253, P45452"
CHEMBL59,CHEMBL1293256,5.50,5.50,5.5,Small molecule,4.0,true,CHEMBL1614034,F,Homo sapiens,Thrombopoietin,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P40225,None,TRUE,TRUE,AGONIST,CHEMBL213,false,ENSG00000090534,false,false,true,true,false,1,14,,,,ot_genetics_portal,ENSG00000043591,"EFO_1002048, EFO_0005207, EFO_0003917, EFO_0006834, MONDO_0002050, EFO_0003144, MONDO_0005180, EFO_0000612, HP_0031273, MONDO_0005180, EFO_0000373, HP_0100543, EFO_0000319, EFO_0000400","",""
CHEMBL1563,CHEMBL4261,5.60,5.60,5.6,Small molecule,4.0,true,CHEMBL1614456,F,Homo sapiens,Hypoxia-inducible factor 1 alpha,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,Q16665,TF,TRUE,TRUE,INHIBITOR,"CHEMBL1806, CHEMBL2311221",false,ENSG00000100644,false,false,true,true,false,1,23,,,,cancer_gene_census,ENSG00000131747,"EFO_1001052, EFO_0000574, EFO_0000220, EFO_0000565, EFO_0000223, EFO_0003028, EFO_0003811, EFO_0000209, EFO_0004251, EFO_0000218, EFO_0000198, MONDO_0000870, EFO_0000224, EFO_0003025, EFO_0000221, EFO_0003029, EFO_0000691, EFO_0003027, EFO_0003802, EFO_0000222, EFO_1001779, EFO_0000094, MONDO_0044917","CHEMBL3885588, CHEMBL4296108, CHEMBL2221345, CHEMBL4296117","Q16665, Q09472"
CHEMBL3236549,CHEMBL3759,7.90,7.90,7.9,Small molecule,2.0,false,CHEMBL3241464,B,Homo sapiens,Histamine H4 receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q9H3N8,GPCR,TRUE,TRUE,"","",false,ENSG00000134489,true,true,false,true,true,,1,,,,"chemicalProbes, chembl","",MONDO_0004979,CHEMBL2111378,Q9H3N8
CHEMBL1215,CHEMBL3251,5.45,5.45,5.45,Small molecule,4.0,true,CHEMBL1614274,F,Homo sapiens,Nuclear factor NF-kappa-B p105 subunit,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P19838,TF,TRUE,TRUE,AGONIST,CHEMBL2094251,false,ENSG00000109320,false,true,true,true,false,3,45,,,,"impc, ot_genetics_portal, chembl","ENSG00000120907, ENSG00000171873, ENSG00000170214","EFO_0009688, EFO_0007328, HP_0000989, EFO_0005751, EFO_0000712, HP_0001742, EFO_0006834, HP_0001742, EFO_0006834, EFO_0007533, EFO_0008521, EFO_0000319, EFO_0003956, EFO_0001073, EFO_0000178, EFO_0005251, HP_0011499, EFO_0005252, EFO_0005251, EFO_0000537, EFO_0009552, MONDO_0005129, HP_0100543, MONDO_0005271, EFO_0009523, EFO_0004269, EFO_0003843, EFO_0003966, HP_0002140, EFO_0003956, EFO_0004610, HP_0011950, HP_0000138, EFO_0000616, EFO_0007486, EFO_1000645, EFO_0007214, MONDO_0024355, EFO_1001898, EFO_0007214, EFO_0000544, EFO_0000319, EFO_0004264, MONDO_0024355, EFO_0001358",CHEMBL2094258,Q00653
CHEMBL504652,CHEMBL1907588,5.24,5.24,5.24,Small molecule,1.0,false,CHEMBL2061180,B,Homo sapiens,Acetylcholine receptor; alpha1/beta1/delta/gamma,,,7,Direct protein complex subunits assigned,,PROTEIN COMPLEX,P02708,IC,TRUE,TRUE,ANTAGONIST,CHEMBL1907589,false,ENSG00000138435,false,true,false,true,false,2,2,,,,chembl,"ENSG00000160716, ENSG00000101204","MONDO_0002050, EFO_0005230","CHEMBL3038459, CHEMBL2111384, CHEMBL3011, CHEMBL3038458, CHEMBL2362997, CHEMBL4808, CHEMBL4106145, CHEMBL4524133, CHEMBL3885508","Q07001, P11230, P02708"
CHEMBL1407943,CHEMBL340,5.20,5.20,5.2,Small molecule,2.0,false,CHEMBL1614108,A,Homo sapiens,Cytochrome P450 3A4,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P08684,Enzyme,TRUE,TRUE,"","",false,ENSG00000160868,false,true,false,true,false,,4,,,,chembl,"","EFO_0003047, MONDO_0016532, Orphanet_33069, EFO_0000182","CHEMBL2111472, CHEMBL4523986, CHEMBL2364675",P08684
CHEMBL218490,CHEMBL3242,8.46,8.46,8.46,Small molecule,4.0,true,CHEMBL1104154,B,Homo sapiens,Carbonic anhydrase XII,,,9,Direct single protein target assigned,,SINGLE PROTEIN,O43570,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL205,false,ENSG00000074410,false,true,false,true,false,1,7,,,,chembl,ENSG00000104267,"EFO_1001069, MONDO_0005041, EFO_0004190, EFO_0004190, EFO_1001069, EFO_0004683, MONDO_0005041",CHEMBL2095180,P00918
CHEMBL960,CHEMBL1293256,"5.10, 5.10",5.10,5.1,Small molecule,4.0,true,CHEMBL1614086,F,Homo sapiens,Thrombopoietin,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P40225,None,TRUE,TRUE,INHIBITOR,CHEMBL1966,false,ENSG00000090534,false,false,true,true,false,1,22,,,,"impc, eva, clingen",ENSG00000102967,"EFO_0000756, MONDO_0007915, EFO_0000764, EFO_0005761, MONDO_0008315, EFO_0001378, EFO_0000616, EFO_0000540, EFO_0003073, MONDO_0100096, MONDO_0005301, EFO_0004991, EFO_1000965, MONDO_0016537, EFO_0008518, EFO_1000158, EFO_1001231, EFO_0003778, MONDO_0007254, EFO_0007187, EFO_0000699, EFO_0000685","",""
CHEMBL39,CHEMBL225,"6.72, 7.70, 7.62",7.70,7.62,Small molecule,3.0,false,CHEMBL1041004,F,Homo sapiens,Serotonin 2c (5-HT2c) receptor,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P28335,GPCR,TRUE,TRUE,"","",false,ENSG00000147246,false,true,false,true,false,,1,,,,chembl,"",EFO_0006911,"CHEMBL2095200, CHEMBL2111466, CHEMBL2096662, CHEMBL2096904","P28223, P30939, P41595"
CHEMBL17289,CHEMBL1744525,8.70,8.70,8.7,Small molecule,1.0,false,CHEMBL3130658,B,Homo sapiens,Nicotinamide phosphoribosyltransferase,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P43490,Enzyme,TRUE,TRUE,"","",false,ENSG00000105835,false,true,true,true,true,,1,,,,"impc, chemicalProbes, chembl","",EFO_0000616,"",""
CHEMBL184,CHEMBL1293237,6.30,6.30,6.3,Small molecule,4.0,true,CHEMBL1614067,F,Homo sapiens,Bloom syndrome protein,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P54132,None,TRUE,TRUE,INHIBITOR,CHEMBL1872,false,ENSG00000197299,false,false,true,true,false,0,24,,,,"impc, eva, ot_genetics_portal, cancer_gene_census","","EFO_1001347, MONDO_0005301, EFO_0000763, EFO_0001062, EFO_0001062, EFO_1001347, MONDO_0004992, MONDO_0008315, EFO_0000764, EFO_0003086, EFO_0003060, EFO_0000403, EFO_0000764, EFO_1002022, EFO_0007204, EFO_0006862, EFO_0007308, EFO_1001888, EFO_0000094, EFO_0006510, EFO_1002022, EFO_0007282, EFO_0007282, EFO_0000544","",""
CHEMBL1421,CHEMBL5122,8.85,8.85,8.85,Small molecule,4.0,true,CHEMBL3424164,B,Homo sapiens,Discoidin domain-containing receptor 2,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q16832,Kinase,TRUE,TRUE,INHIBITOR,"CHEMBL2363074, CHEMBL1913, CHEMBL1862, CHEMBL2096618, CHEMBL1936, CHEMBL2068",false,ENSG00000162733,false,true,true,true,false,15,78,,,,"impc, intogen, ot_genetics_portal, chembl, eva_somatic, cancer_gene_census","ENSG00000113721, ENSG00000157404, ENSG00000097007, ENSG00000186716, ENSG00000010810, ENSG00000197122, ENSG00000182866, ENSG00000176105, ENSG00000136573, ENSG00000101336, ENSG00000254087, ENSG00000111816, ENSG00000000938, ENSG00000125508, ENSG00000142627","EFO_0000768, EFO_1000956, EFO_0000255, EFO_0000339, EFO_0003884, MONDO_0019469, MONDO_0011719, EFO_0000191, EFO_0000588, MONDO_0019472, EFO_1001469, EFO_0002429, EFO_1000475, MONDO_0004975, MONDO_0018906, EFO_0000770, EFO_1001951, EFO_0000702, MONDO_0000870, EFO_0000095, MONDO_0002087, EFO_0006859, MONDO_0004992, EFO_0005774, EFO_0000708, MONDO_0000873, MONDO_0100096, MONDO_0008903, EFO_0000220, EFO_0000309, EFO_1001465, EFO_0002617, MONDO_0016586, MONDO_0004643, EFO_0000183, EFO_0003869, EFO_0000621, MONDO_0021063, EFO_1000026, EFO_0000565, EFO_0002618, MONDO_0011962, GO_0007568, EFO_0000181, EFO_0000673, EFO_0002918, EFO_0000196, EFO_0003032, EFO_1001993, EFO_0000389, EFO_0001378, EFO_0000182, EFO_0000403, EFO_1000158, MONDO_0008315, EFO_0009441, EFO_0000756, EFO_0000574, MONDO_0100342, EFO_1001051, EFO_0000198, EFO_0003833, EFO_0005952, EFO_1000657, EFO_0003060, EFO_1000654, EFO_0000222, EFO_1000785, MONDO_0008170, EFO_0000305, MONDO_0019471, EFO_0004289, EFO_0000519, MONDO_0003175, EFO_0005221, MONDO_0007254, EFO_0000616, MONDO_0002158","",""
CHEMBL44,CHEMBL242,"7.01, 7.75, 7.01, 8.89",8.89,7.01,Small molecule,2.0,false,CHEMBL828540,B,Homo sapiens,Estrogen receptor beta,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q92731,NR,TRUE,TRUE,"","",false,ENSG00000140009,false,true,true,true,false,,17,,,,"impc, orphanet, ot_genetics_portal, chembl","","EFO_0000673, EFO_0001645, EFO_0000195, EFO_0003060, MONDO_0001187, EFO_1001951, MONDO_0007254, EFO_0009448, MONDO_0009061, EFO_0003882, MONDO_0004986, EFO_0000694, MONDO_0008315, EFO_1000657, MONDO_0021063, MONDO_0004992, EFO_0002618",CHEMBL2093866,Q92731
CHEMBL497,CHEMBL1293235,5.10,5.10,5.1,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,CHELATING AGENT,"CHEMBL2363057, CHEMBL2363058, CHEMBL2363056",false,ENSG00000160789,false,false,true,true,false,,6,,,,cancer_gene_census,"","EFO_0000183, HP_0000964, EFO_0000198, EFO_0000222, EFO_0001378, EFO_0000095","",""
CHEMBL710,CHEMBL1293235,5.25,5.25,5.25,Small molecule,4.0,true,CHEMBL1614544,F,Homo sapiens,Prelamin-A/C,,,9,Direct single protein target assigned,confirmatory,SINGLE PROTEIN,P02545,None,TRUE,TRUE,INHIBITOR,CHEMBL1856,false,ENSG00000160789,false,false,true,true,false,1,12,,,,"impc, cancer_gene_census",ENSG00000277893,"EFO_0003839, EFO_0000284, EFO_0000673, EFO_0004191, MONDO_0008315, MONDO_0003037, MONDO_0004907, EFO_0000536, EFO_0003060, EFO_0003894, EFO_0001663, MONDO_0002146","",""
CHEMBL1729,CHEMBL240,7.40,7.40,7.4,Small molecule,4.0,true,CHEMBL3582736,B,Homo sapiens,HERG,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q12809,IC,TRUE,TRUE,AGONIST,CHEMBL1875,false,ENSG00000055118,false,false,true,true,false,1,1,,,,"impc, ot_genetics_portal",ENSG00000164270,EFO_0010282,"CHEMBL4106188, CHEMBL2362996","P51787, Q12809"
CHEMBL279785,CHEMBL280,8.46,8.46,8.46,Small molecule,3.0,false,CHEMBL710978,B,Homo sapiens,Matrix metalloproteinase 13,,,9,Direct single protein target assigned,,SINGLE PROTEIN,P45452,Enzyme,TRUE,TRUE,INHIBITOR,"CHEMBL283, CHEMBL333, CHEMBL321, CHEMBL332, CHEMBL4393, CHEMBL4073",false,ENSG00000137745,false,true,false,true,false,6,2,,,,chembl,"ENSG00000100985, ENSG00000149968, ENSG00000137673, ENSG00000196611, ENSG00000087245, ENSG00000262406","MONDO_0007254, MONDO_0008903","CHEMBL2111422, CHEMBL4523970, CHEMBL2095216","P08253, P45452"
CHEMBL118,CHEMBL3912,7.01,7.01,7.01,Small molecule,4.0,true,CHEMBL2183719,B,Homo sapiens,Carbonic anhydrase XIII,,,9,Direct single protein target assigned,,SINGLE PROTEIN,Q8N1Q1,Enzyme,TRUE,TRUE,INHIBITOR,CHEMBL230,false,ENSG00000185015,false,false,true,true,false,1,110,,,,impc,ENSG00000073756,"HP_0012532, MONDO_0005090, EFO_1001893, MP_0001914, MONDO_0001657, EFO_0005279, EFO_0009606, EFO_0000546, EFO_0002496, EFO_0004239, EFO_0004251, EFO_0005252, EFO_0003868, MONDO_0018975, EFO_0005406, EFO_0003843, EFO_0000284, HP_0100607, MONDO_0042487, EFO_0001075, MONDO_0018076, MONDO_0004976, MONDO_0011705, MONDO_0002087, HP_0004398, MONDO_0004247, EFO_0000668, EFO_0004142, EFO_0000616, MP_0001845, EFO_0000681, MONDO_0002363, EFO_0007328, MONDO_0002974, EFO_0000621, EFO_0001073, MONDO_0004985, EFO_0004242, EFO_0000685, EFO_1001904, EFO_0002939, EFO_0005543, EFO_0004288, HP_0003418, EFO_0001416, MONDO_0008170, MONDO_0044937, EFO_0007453, MONDO_0021063, MONDO_0007254, EFO_0004252, EFO_0008525, EFO_1001950, EFO_0000673, EFO_0010072, MONDO_0002258, EFO_0003893, EFO_0000691, MONDO_0010200, MONDO_0001187, EFO_0000305, EFO_0005669, EFO_0002609, MONDO_0002715, MONDO_0004975, EFO_0005755, EFO_0000203, HP_0011110, EFO_0002618, MONDO_0007576, EFO_1001250, MONDO_0004992, EFO_0003898, MONDO_0002050, MONDO_0003937, EFO_0004274, EFO_0009625, EFO_0004142, EFO_0001072, EFO_0000537, EFO_0000756, EFO_0000199, MONDO_0002009, EFO_0003869, EFO_0000365, EFO_0004616, EFO_0005762, MONDO_0005178, EFO_1001951, EFO_1000786, MONDO_0008903, Orphanet_733, EFO_0003060, MONDO_0005277, EFO_0000712, MONDO_0002691, MONDO_0100096, EFO_1000158, EFO_1001466, EFO_0006859, MONDO_0024475, MONDO_0008315, EFO_0000519, EFO_0001668, EFO_0003768, HP_0003419, EFO_1000657, MONDO_0004658, EFO_0001378, EFO_0000182",CHEMBL2095180,P00918
